rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
323,AIRFLOW-4499,AIRFLOW,1557523531000,1577312715000,Bug,Open,Critical,2,547,"scheduler process running (in ps) but not doing anything, not writing to log for 3+hrs and not processing tasks blogs mention this as long-standing issue but i could not see open JIRA for it. scheduler process running (in ps -ef) but not doing anything, not writing to log for 3+hrs and not processing tasks band-aid solution here: new config value ---> scheduler_restart_mins = x implement auto-restart of scheduler process if scheduler log file not updated within 2*x mins and scheduler process start time is older than x mins env: localexecutor"
324,AIRFLOW-4507,AIRFLOW,1557771134000,1560276561000,Bug,Closed,Critical,2,536,"UI DAG status circle icons not displaying I upgraded our Airflow from 1.10.1 to 1.10.3 and the UI is no longer displaying the status circles on the `/home` page. I've tried viewing these on Ubuntu (Chrome, FireFox) and Windows 10 (Edge) all do not display them. This is running behind nginx (so I hope its not an nginx config issue, if so I will take this issue down) I see Edge and Chrome complain about some fonts not being able to load but HTML inspection makes it look like those status circles are SVG so I'm not sure it's related."
325,AIRFLOW-4524,AIRFLOW,1558011335000,1561647588000,Bug,Resolved,Critical,2,1464,"""Ignore All Deps"" and ""Ignore Task Deps"" doesn't ignore task dependencies After an upgrade from Airflow 1.10.1->1.10.3, we're seeing this behavior when trying to ""Run"" a task in the UI with ""Ignore All Deps"" and ""Ignore Task Deps"": {code:java} ""Could not queue task instance for execution, dependencies not met: Trigger Rule: Task's trigger rule 'all_success' requires all upstream tasks to have succeeded, but found 1 non-success(es). upstream_tasks_state={'successes': 1, 'skipped': 0, 'upstream_failed': 0, 'failed': 0, 'done': 1, 'total': 2}, upstream_task_ids={'XXX', 'XXX'}"" {code} I suspected this was due to the checkbox not getting applied so I investigated this in Chrome. Here's a 1.10.3 POST (broken): {code:java} dag_id: MY_DAG_ID task_id: MY_TASK_ID execution_date: 2019-05-15T00:00:00+00:00 origin: MY_AIRFLOW_SERVER ignore_all_deps: ignore_ti_state: ignore_task_deps: ignore_all_deps: true ignore_task_deps: true downstream: true recursive: true {code} And here's a 1.10.1 POST (working): {code:java} task_id: MY_TASK_ID dag_id: MY_DAG_ID ignore_all_deps: true ignore_task_deps: true ignore_ti_state: false execution_date: 2019-05-16T11:00:00+00:00 origin: MY_AIRFLOW_SERVER {code} It looks like the JS here is doing something wonky and sending blank values for unchecked boxes, as well as checkboxes that don't apply to the current action, which is presumably breaking parsing when the server receives a json object with multiple conflicting keys."
326,AIRFLOW-4576,AIRFLOW,1558987762000,1620203565000,Bug,Resolved,Critical,2,1089,"Rendered Template & email_on_failure displays password variable in clear text I have a DAG with a SSHOperator, which uses a ssh_conn_id to run the below command. As shown below, I am using Airflow Variables to pass credentials to the script that needs to run. *tac_job_run_command = ""\{{ var.value.tac_metaservlet_path }}/MetaServletAirflowCaller.sh --tac-url=http://\{{ var.value.tac_server_ip }}:8080/tac/ --json-params='\{\""authPass\"":\""{{ var.value.tac_tadmin_password }}\"",\""authUser\"":\""tadmin@abc.com\"",\""taskId\"":\{{ ti.xcom_pull(\""get_tac_job_id\"")[0] }}}' ""* The password variable (tac_tadmin_password), in the UI's variables screen shows as ***** and all works good, but once the job has run, the SSHOperator task's Rendered Template section displays the command with the variable values and also displays the password (tac_tadmin_password) in clear text. Is there any way we can avoid this or is this an issue that needs to be fixed? If the DAG fails, I have email_on_failure set to True, and the email also ends up displaying the rendered template with password in clear text."
327,AIRFLOW-4908,AIRFLOW,1562555639000,1571312649000,New Feature,Resolved,Critical,2,794,"Implement BigQuery Hooks/Operators for update_dataset, patch_dataset and get_dataset To create a BigQuery sink for GCP Stackdriver Logging, I have to assign `WRITER` access to group `cloud-logs@google.com` to access BQ dataset. However, current BigQueryHook doesn't support updating/patching dataset. Reference: [https://googleapis.github.io/google-cloud-python/latest/logging/usage.html#export-to-bigquery] Implement GCP Stackdriver Logging: https://issues.apache.org/jira/browse/AIRFLOW-4779 While it is missing update_dataset and patch_dataset, BigQueryHook has get_dataset but it doesn't have operator for it. Features to be implemented: BigQueryBaseCursor.patch_dataset BigQueryBaseCursor.update_dataset BigQueryPatchDatasetOperator BigQueryUpdateDatasetOperator BigQueryGetDatasetOperator"
328,AIRFLOW-4931,AIRFLOW,1562850925000,1574802295000,Improvement,Resolved,Critical,2,236,Add KMS Encryption Configuration to BigQuery Hook and Operators One of the clients requires adding KMS encryption on BigQuery tables. Reference: [https://cloud.google.com/bigquery/docs/reference/rest/v2/tables#ExternalDataConfiguration]
329,AIRFLOW-5017,AIRFLOW,1563810316000,1563810717000,Bug,Open,Critical,2,1636,"Cannot Parse Environment Variable Connection for Spark on K8s Currently, if you create a Spark on Kubernetes based URL [connection with environment variables|https://airflow.apache.org/howto/connection/index.html#creating-a-connection-with-environment-variables] for the Spark Submit operator, urllib is unable to parse it correctly due to the double scheme that Spark expects (k8s://https://<k8s cluster hostname>:<k8s cluster port>). To test this, first set an environment variable for the connection: {code:java} $ export AIRFLOW_CONN_SPARK_K8S=k8s://https://localhost:8080{code} Add the following example DAG: {code:java} from datetime import datetime, timedelta from airflow import DAG from airflow.contrib.operators.spark_submit_operator import SparkSubmitOperator default_args = { 'owner': 'airflow', 'depends_on_past': False, 'start_date': datetime(2019, 7, 19), 'retries': 0 } dag = DAG('spark_submit_k8s', default_args=default_args, schedule_interval=timedelta(days=1)) run_example_jar = SparkSubmitOperator( task_id='spark_submit_example', application='file:///usr/local/spark-2.4.2/examples/jars/spark-examples_2.11- 2.4.2.jar', java_class='org.apache.spark.examples.SparkPi', conn_id='spark_k8s', dag=dag ) {code} This fails to parse as per the logs: {code:java} [2019-07-22 15:05:58,925] {logging_mixin.py:95} INFO - [2019-07-22 15:05:58,925] {base_hook.py:83} INFO - Using connection to: id: spark_k8s. Host: https, Port: None, Schema: /localhost:8080, Login: None, Password: None, extra: {} {code} Because of the preceding ""k8s://"" urllib fails to parse this correctly. This consequently will cause the DAG task to fail."
330,AIRFLOW-5025,AIRFLOW,1563863042000,1577812914000,Improvement,Resolved,Critical,2,393,DataflowPythonOperator uses Python2 `DataflowPythonOperator` explicitly uses Python2 as below: [https://github.com/apache/airflow/blob/57924c2a60c4b8a837114d9c8f120f3817f4e97b/airflow/contrib/hooks/gcp_dataflow_hook.py#L394-L395] though we can use Python3 for Apache Beam and Google Cloud Dataflow. I think it's better that we can choose Python2 or 3. I can create pull request if it's needed.
331,AIRFLOW-5039,AIRFLOW,1563998177000,1590550918000,Bug,In Progress,Critical,2,2152,"xcom_push execution_date setting is broken when core.enable_xcom_pickling=False Function [xcom_push from airflow.models.taskinstance automatically sets the execution_date to XCOM|https://github.com/apache/airflow/blob/7f66d0a6dc13a790b4d2d31694cb50737983f82e/airflow/models/taskinstance.py#L1336], while this is fine when pickling is enabled it just won't work when it isn't as [XCOM will attempt to JSON serialize a `datetime` object|https://github.com/apache/airflow/blob/7f66d0a6dc13a790b4d2d31694cb50737983f82e/airflow/models/xcom.py#L229], which is unsupported. This issue is critical as having pickle enabled poses security risks and [in environments such as Google Cloud Composer pickling is disabled for good|[https://cloud.google.com/composer/docs/concepts/airflow-configurations]]. Attempting to run DAGs with tasks which pushes content to XCOM when `core-enable_xcom_pickling=False` in `airflow.cfg` will result in the following stacktrace (tested in version 1.10.2-composer): {quote} TypeError: Object of type 'datetime' is not JSON serializable [2019-07-24 19:14:53,193] \{models.py:1796} ERROR - Object of type 'datetime' is not JSON serializable Traceback (most recent call last): File ""/usr/local/lib/airflow/airflow/models.py"", line 1668, in _run_raw_task self.xcom_push(key=XCOM_RETURN_KEY, value=result) File ""/usr/local/lib/airflow/airflow/models.py"", line 2063, in xcom_push execution_date=execution_date or self.execution_date) File ""/usr/local/lib/airflow/airflow/utils/db.py"", line 73, in wrapper return func(*args, **kwargs) File ""/usr/local/lib/airflow/airflow/models.py"", line 4785, in set value = json.dumps(value).encode('UTF-8') File ""/opt/python3.6/lib/python3.6/json/__init__.py"", line 231, in dumps return _default_encoder.encode(obj) File ""/opt/python3.6/lib/python3.6/json/encoder.py"", line 199, in encode chunks = self.iterencode(o, _one_shot=True) File ""/opt/python3.6/lib/python3.6/json/encoder.py"", line 257, in iterencode return _iterencode(o, 0) File ""/opt/python3.6/lib/python3.6/json/encoder.py"", line 180, in default o.__class__.__name__) TypeError: Object of type 'datetime' is not JSON serializable {quote}"
332,AIRFLOW-5062,AIRFLOW,1564345605000,1584352943000,New Feature,Closed,Critical,2,94,Allow ACL header in S3 Hook Definition of Done * Add ACL field in S3Hook when uploading a file
333,AIRFLOW-5071,AIRFLOW,1564487722000,1624050428000,Bug,Open,Critical,2,864,Thousand os Executor reports task instance X finished (success) although the task says its queued. Was the task killed externally? I'm opening this issue because since I update to 1.10.3 I'm seeing thousands of daily messages like the following in the logs: ``` {{__init__.py:1580}} ERROR - Executor reports task instance <TaskInstance: X 2019-07-29 00:00:00+00:00 [queued]> finished (success) although the task says its queued. Was the task killed externally? {{jobs.py:1484}} ERROR - Executor reports task instance <TaskInstance: X 2019-07-29 00:00:00+00:00 [queued]> finished (success) although the task says its queued. Was the task killed externally? ``` -And looks like this is triggering also thousand of daily emails because the flag to send email in case of failure is set to True.- I have Airflow setup to use Celery and Redis as a backend queue service.
334,AIRFLOW-5168,AIRFLOW,1565606381000,1566994444000,Bug,Resolved,Critical,2,860,"Dataproc operators fail on 1.10.4 We've found a problem with DataprocOperators introduced in 1.10.4. There is a commit to master which adds label support, this has a change in the hook & base operator: https://github.com/apache/airflow/commit/4d58f36df3b533edfce873799dc161ee34571d63#diff-bc55ad8b749b7a136f51ffabfdbaf13dL684 Then in the 1.10.4 branch there is a massive commit for GCP DLP: https://github.com/apache/airflow/commit/222c6ac45de54ed0398645c1d456a592e194325b This seems to have leaked the operator part of the label change only: https://github.com/apache/airflow/commit/222c6ac45de54ed0398645c1d456a592e194325b#diff-bc55ad8b749b7a136f51ffabfdbaf13dR693 This then manifests as this error when trying to execute a Dataproc job: {{[2019-08-09 14:32:02,971] \{taskinstance.py:1047} ERROR - _DataProcJobBuilder instance has no attribute 'add_labels'}}"
335,AIRFLOW-5181,AIRFLOW,1565674041000,1565674041000,Bug,Open,Critical,2,583,Connection reset by peer during Dataproc job Dataproc job fails intermittently saying `Connection reset by peer` This is because of a stale connection in httplib2 cache that might cause this issue. This issue happens intermittently and it is still an open issue in httplib2. There have been suggestions to not use the httplib2 library and use httplib2shim. Link to conversation: https://github.com/googleapis/google-cloud-python/issues/2028 Link to open issue on httplib2: https://github.com/httplib2/httplib2/issues/40 Should we also remove httplib2 dependency and use httplib2shim?
336,AIRFLOW-5214,AIRFLOW,1565794089000,1570799113000,Bug,Open,Critical,2,1174,"Airflow leaves too many TIME_WAIT TCP connections Dear experts, in Airflow version 1.10.2 as well as 1.10.4, we experience a severe problem with the limitation of the number of concurrent tasks. We observe that for more than 8 tasks being started and executed in parallel, that the majority of those tasks fails with the error ""Can't connect to MySQL server"" and error code 2006(99). This error code boils down to ""Cannot bind socket to resource"", which is why we started looking into the TCP conenctions of our Airflow host (a single node that hosts the webserver, scheduler and worker). When the 8 tasks are simultaneously running, we observe more than 15,000 TIME_WAIT connections while less than 50 are established. Given, that the number of available ports is somewhat smaller than 30,000, this large number of blocked but unused TCP connections would explain the failing of further task executions. Can anyone explain how these many open connections blocking ports/sockets come about? Given that we have connection pooling enabled, we do not see any explanation yet. Your help is very much appreciated, this issue strongly limits our current performance! Cheers Oliver"
337,AIRFLOW-5272,AIRFLOW,1566375535000,1620203806000,Bug,Resolved,Critical,2,789,"Flower is not working with Redis Sentinel Flower is hang and not accessible via link (HTTP TIMEOUT) if broker url use Redis Sentinel. Scheduler and Worker are working fine. No Flower error message displayed in log. After checking code, I can see {color:#000000}broker_transport_options is not passed to Flower, master_name is None. {color} related issue: AIRFLOW-966 ======= config ======== {color:#000000}[celery]{color} {color:#0000ff}broker_url{color}{color:#000000} = sentinel://192.168.1.1:26379{color}{color:#008000};sentinel://192.168.1.2:26379;sentinel://192.168.1.3:26379;sentinel://192.168.1.4:26379{color} {color:#000000}[celery_broker_transport_options]{color} {color:#008000}#visibility_timeout = 21600{color} {color:#0000ff}master_name{color}{color:#000000} = mymaster{color}"
338,AIRFLOW-5283,AIRFLOW,1566460587000,1620203785000,Bug,Closed,Critical,2,1255,"Separate scheduling jobs from executing jobs Currently, Airflow does not schedule new jobs if the number of active runs > `max_active_runs`, [see this|[https://github.com/apache/airflow/blob/d760d63e1a141a43a4a43daee9abd54cf11c894b/airflow/jobs.py#L768]] for Airflow 1.9, Airflow 1.10 behaves the same. A result of this is that if a DAG (incidentally) runs longer than the time between scheduled DAG runs, some runs will be missed because the next DAG run being scheduled is first planned one after the one that ran longer. For example, imagine DAG runs every hour and the DAG run of 02:00 takes (for some reason) 2 hours 45 minutes to complete instead of the usual 15 minutes. And the `max_active_runs` is set to 1. This would mean that: * The DAG run of 02:00 is finished at 04:45 * The DAG runs of 03:00 and 04:00 are not scheduled because there is already a DAG active and `max_active_runs` is set to 1 * The next DAG run scheduled will be the one from 05:00 * The DAG runs of 03:00 and 04:00 are never scheduled. The problem is that scheduling and execution of DAG runs are now both tight to the `max_active_runs` setting. This should be separated so that jobs are scheduled at all planned times, but only `max_active_runs` are executed concurrently."
339,AIRFLOW-5335,AIRFLOW,1567009395000,1567180277000,Improvement,Resolved,Critical,2,328,"Update GCSHook methods so they need min IAM perms After we refactored to using Storage client in GCS, we need more IAM permissions. This is because we use `get_bucket` method which requires `storage.bucket.list` permission. Instead of that if we use `bucket` method that creates Bucket object we don't need the above permission."
340,AIRFLOW-5342,AIRFLOW,1567068672000,1570014502000,Bug,Resolved,Critical,2,642,"Can't run initdb using Microsoft SQL server I'm using Microsoft SQL server 2016 as metadata db (for the sql_alchemy_conn), and pymssql as the Python driver. When running airflow initdb, airflow creates a table named `TaskInstance` with column `pool` that is initially Nullable (when the table is created). Later, an index named `ti_pool` on a few columns, including `pool` column in table `TaskInstance`. Then, airflow will try to alter table `TaskInstance` and change the column `pool` to `NOT NULL`. This does not work on Microsoft SQL Server since a column with an index defined on it cannot be changed, unless the index is deleted before."
341,AIRFLOW-5350,AIRFLOW,1567111071000,1567194538000,Bug,Resolved,Critical,2,2379,"Fix bug in the num_retires field in BigQueryHook The `num_retries` extra is no set in old connections that were created before 1.10.4, for those fields it's value is None which causes the below error: From the StackOverflow Post: {noformat} [2019-08-27 02:49:58,076] {cli.py:516} INFO - Running <TaskInstance: cadastro_remessas_paises2.gcs_to_bq 2019-08-27T02:42:43.970619+00:00 [running]> on host cadastroremessaspaises2gcstobq-78f1ea099c3b4e718ba707cb03ffda1e [2019-08-27 02:49:58,136] {logging_mixin.py:95} INFO - [[34m2019-08-27 02:49:58,136[0m] {[34mdiscovery.py:[0m271} INFO[0m - URL being requested: GET [1mhttps://www.googleapis.com/discovery/v1/apis/bigquery/v2/rest[0m[0m [2019-08-27 02:49:59,259] {logging_mixin.py:95} INFO - [[34m2019-08-27 02:49:59,259[0m] {[34mmy_functions_google.py:[0m2224} INFO[0m - Project not included in [1mdestination_project_dataset_table[0m: [1mcadastro_remessas.paises2[0m; using project ""[1mbigdata-staging[0m""[0m [2019-08-27 02:49:59,266] {logging_mixin.py:95} INFO - [[34m2019-08-27 02:49:59,266[0m] {[34mdiscovery.py:[0m867} INFO[0m - URL being requested: POST https://www.googleapis.com/bigquery/v2/projects/bigdata-staging/jobs?alt=json[0m [2019-08-27 02:49:59,266] {taskinstance.py:1047} ERROR - unsupported operand type(s) for +: 'NoneType' and 'int' Traceback (most recent call last): File ""/usr/local/lib/python3.7/site-packages/airflow/models/taskinstance.py"", line 922, in _run_raw_task result = task_copy.execute(context=context) File ""/airflow/dags/git/subfolder/my_functions_google.py"", line 2502, in execute cluster_fields=self.cluster_fields) File ""/airflow/dags/git/subfolder/my_functions_google.py"", line 1396, in run_load return self.run_with_configuration(configuration) File ""/airflow/dags/git/subfolder/my_functions_google.py"", line 1414, in run_with_configuration .execute(num_retries=self.num_retries) File ""/usr/local/lib/python3.7/site-packages/googleapiclient/_helpers.py"", line 130, in positional_wrapper return wrapped(*args, **kwargs) File ""/usr/local/lib/python3.7/site-packages/googleapiclient/http.py"", line 851, in execute method=str(self.method), body=self.body, headers=self.headers) File ""/usr/local/lib/python3.7/site-packages/googleapiclient/http.py"", line 153, in _retry_request for retry_num in range(num_retries + 1): TypeError: unsupported operand type(s) for +: 'NoneType' and 'int' {noformat}"
342,AIRFLOW-5500,AIRFLOW,1568633712000,1597836644000,Bug,Resolved,Critical,2,589,"Bug in trigger api endpoint Unable to trigger workflow with nested sub dags, getting following error: sqlalchemy.exc.IntegrityError: (psycopg2.IntegrityError) duplicate key value (dag_id,execution_date)=('dummy.task1.task_level1.task_level2','2019-09-10 13:00:27+00:00') violates unique constraint ""dag_run_dag_id_execution_date_key"" trigger_dag for nested sub_dags is called twice. fix: in airflow/api/common/experimental/trigger_dag.py - while populating subdags for a dag, each subdag's subdags is also populated to main dag. So no need to repopulate subdags for each subdag separately."
343,AIRFLOW-5528,AIRFLOW,1569013695000,1569441081000,Improvement,Resolved,Critical,2,111,end of log mark in broken in es_task_handler introduced in: [https://github.com/apache/airflow/pull/5048/files]
344,AIRFLOW-5545,AIRFLOW,1569286306000,1601411236000,Bug,Resolved,Critical,2,364,"dag.test_cycle uses recursion, limiting DAG length. DAG Parsing is currently breaking for long DAGs because test_cycle uses recursive DFS Example breaking DAG {code:java} dag = DAG( 'dag', start_date=DEFAULT_DATE, default_args={'owner': 'owner1'}) with dag: last = dag for i in range(1,10000): op = DummyOperator(task_id='{}'.format(i)) last >> op last = op {code}"
345,AIRFLOW-5571,AIRFLOW,1569762311000,1579906620000,Bug,Open,Critical,2,5131,"Kubernetes operator's bug that get logs will make pod exit unexpectedly In my project, I manage 200+ jobs in kubernetes, as I work on, I found a critical bug for kubernetes operator. In pod_launcher.py, *_monitor_pod* function: {code:python} if get_logs: logs = self.read_pod_logs(pod) # Here has a retry. for line in logs: # But exception throw from here! self. {code} in above code, *logs* is a HttpResponse, as it implemented __iter__() function, you can use for loop to print the lines. In the other words, here use a http long connection to get endless log. There is only try catch over *self.read_pod_logs*, however, If the network is disconnected or jitter occurs, for loop will throw error. As I have 200+ job run everyday, I can get 4~5 errors everyday, and each error will let monitor think the pod is down, and then mark the task as failed, then retry it. This eventually lead to data error. Below is a typical error log: {code:java} [2019-09-17 20:50:02,532] {logging_mixin.py:95} INFO - [2019-09-17 20:50:02,532] {pod_launcher.py:105} INFO - b'19/09/17 20:50:00 INFO yarn.Client: Application report for application_1565926539066_3866 (state: RUNNING)\n' [2019-09-17 20:50:02,532] {logging_mixin.py:95} INFO - [2019-09-17 20:50:02,532] {pod_launcher.py:105} INFO - b'19/09/17 20:50:01 INFO yarn.Client: Application report for application_1565926539066_3866 (state: RUNNING)\n' [2019-09-17 20:50:02,533] {taskinstance.py:1047} ERROR - ('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read)) Traceback (most recent call last): File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 639, in _update_chunk_length self.chunk_left = int(line, 16) ValueError: invalid literal for int() with base 16: b'' During handling of the above exception, another exception occurred: Traceback (most recent call last): File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 397, in _error_catcher yield File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 704, in read_chunked self._update_chunk_length() File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 643, in _update_chunk_length raise httplib.IncompleteRead(line) http.client.IncompleteRead: IncompleteRead(0 bytes read) During handling of the above exception, another exception occurred: Traceback (most recent call last): File ""/usr/local/lib/python3.6/dist-packages/airflow/models/taskinstance.py"", line 922, in _run_raw_task result = task_copy.execute(context=context) File ""/usr/local/lib/python3.6/dist-packages/airflow/contrib/operators/k8s_pod_operator.py"", line 45, in execute super().execute(context) File ""/usr/local/lib/python3.6/dist-packages/airflow/contrib/operators/kubernetes_pod_operator.py"", line 148, in execute get_logs=self.get_logs) File ""/usr/local/lib/python3.6/dist-packages/airflow/contrib/kubernetes/pod_launcher.py"", line 97, in run_pod return self._monitor_pod(pod, get_logs) File ""/usr/local/lib/python3.6/dist-packages/airflow/contrib/kubernetes/pod_launcher.py"", line 104, in _monitor_pod for line in logs: File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 747, in __iter__ for chunk in self.stream(decode_content=True): File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 527, in stream for line in self.read_chunked(amt, decode_content=decode_content): File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 732, in read_chunked self._original_response.close() File ""/usr/lib/python3.6/contextlib.py"", line 99, in __exit__ self.gen.throw(type, value, traceback) File ""/usr/local/lib/python3.6/dist-packages/urllib3/response.py"", line 415, in _error_catcher raise ProtocolError('Connection broken: %r' % e, e) urllib3.exceptions.ProtocolError: ('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read)) [2019-09-17 20:50:02,536] {taskinstance.py:1070} INFO - Marking task as UP_FOR_RETRY [2019-09-17 20:50:02,717] {logging_mixin.py:95} INFO - [2019-09-17 20:50:02,717] {email.py:126} INFO - Sent an alert email to ['data_alert@sensetime.com', 'zhaoyun@sensetime.com'] [2019-09-17 20:50:03,921] {base_task_runner.py:115} INFO - Job 16307: Subtask ods_senseid_log_ingestion [2019-09-17 20:50:03,921] {cli_action_loggers.py:82} DEBUG - Calling callbacks: [] [2019-09-17 20:50:03,925] {base_task_runner.py:115} INFO - Job 16307: Subtask ods_senseid_ {code} I have add a try-catch over for log loop, and it works fine. Below is trace for exception catch: {code} ProtocolError('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))ods-senseid-img-identity-liven-ods-senseid-img-identity-liven-83570f1fGetting log error, stop getting log. ProtocolError('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))ods-senseid-idnumber-log-shang-ods-senseid-identity-idnumber--885013e7Getting log error, stop getting log. ProtocolError('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))ods-senseid-idnumber-log-shang-ods-senseid-identity-idnumber--9627184eGetting log error, stop getting log. {code}"
346,AIRFLOW-5633,AIRFLOW,1570730062000,1570782770000,New Feature,Open,Critical,2,1217,"Apache Airflow Integration with HashiCorp Nomad Nomad is an orchestrator, similar to Kubernetes and used in production by companies like PagerDuty, Target, Citadel, Trivago, Pandora, Roblox, etc. Built by HashiCorp (company behind other tools such as Terraform, Vault, and Consul). We've gotten many requests from our customers and open source community for an integration with Airflow. There are a variety of community PRs from supportive members who are trying to build their own (linked notable ones below) - our approach would be to build one officially supported integration ourselves for all our users and customers. [https://github.com/apache/airflow/pull/2708] [https://github.com/hashicorp/nomad/issues/419] We'd love to understand how much interest and support we can gauge from the Airflow committee around an integration like this. Ideally, we'd aim to avoid a situation where our integration is not accepted + Nomad users using Airflow are subject to an incomplete/less-than-ideal experience on a lagging HashiCorp-maintained-fork. This has unfortunately happened with our Spark integration, so we'd love to gauge the Airflow committee early-on in the process before we potentially build the integration."
347,AIRFLOW-5641,AIRFLOW,1570839846000,1593118229000,Bug,Resolved,Critical,2,322,"Not able to run git sync init container as root We used to be able to run git sync init container as root user. A recent refactoring of the code base (AIRFLOW-4851) introduced a regression that makes it impossible to run git sync container as root. As a result, we are not able to start any task using kubernetes executor."
348,AIRFLOW-5685,AIRFLOW,1571274082000,1576615837000,Bug,Resolved,Critical,2,800,"Loading AVRO file from GCS to BQ throwing ValueError Using {{GoogleCloudStorageToBigQueryOperator to load AVRO file is causing exception as follows:}} {{Traceback (most recent call last): File ""/Users/ryanyuan/dev/airflow/airflow/models/taskinstance.py"", line 932, in _run_raw_task result = task_copy.execute(context=context) File ""/Users/ryanyuan/dev/airflow/airflow/operators/gcs_to_bq.py"", line 293, in execute encryption_configuration=self.encryption_configuration) File ""/Users/ryanyuan/dev/airflow/airflow/gcp/hooks/bigquery.py"", line 1290, in run_load backward_compatibility_configs) File ""/Users/ryanyuan/dev/airflow/airflow/gcp/hooks/bigquery.py"", line 2374, in _validate_src_fmt_configs .format(k, source_format))*ValueError: skipLeadingRows is not a valid src_fmt_configs for type AVRO.*}}"
349,AIRFLOW-5686,AIRFLOW,1571307047000,1591864868000,Bug,Open,Critical,2,728,"Deleting DAG can leave scheduled/queued tasks consuming pool slots If you delete a dag file when it had tasks in the scheduled or queued state, those tasks instances are never touched again. With the slight tweak in Pool (making the default pool an explicit one) this now matters, and this ends up with the scheduler being ""blocked"" from running new tasks wiht this message: {noformat} Figuring out tasks to run in Pool(name=default_pool) with -9022 open slots and 45 task instances ready to be queued {noformat} The fix should be to set any task instance in a non-terminal state (None, queued, scheduled, running, up_for_retry etc.) to ""removed"" inside DAG.deactivate_stale_dags (which is already called on scheduler shutdown)."
350,AIRFLOW-5700,AIRFLOW,1571447698000,1571449811000,New Feature,Closed,Critical,2,1284,"KubeExecutor - Specify YAML template As a developer - I find myself struggling with the Airflow implementation of launching pods within the KubeExecutor. Things are implemented in ways that are difficult to get working with my kubernetes implementation, are difficult because certain features of the Kubernetes Spec aren't implemented in a way that is configurable, or features are forced to be implemented in a certain way because of design decisions in the airflow wrappers around around the kubernetes client. I believe supporting a YAML template would solve a lot of problems and reduce the load on airflow maintainers for feature requests around supporting more of the Kubernetes API Dask has good Kubernetes support. They provide a hook to define a pod template via YAML, OR to use defaults a thin abstraction via `make_pod_spec` You can see an example here: https://kubernetes.dask.org/en/latest/#quickstart and source here: https://github.com/dask/dask-kubernetes/blob/master/dask_kubernetes/kubernetes.yaml#L35-L64 https://github.com/dask/dask-kubernetes/blob/master/dask_kubernetes/objects.py#L100-L163 https://github.com/dask/dask-kubernetes/blob/master/dask_kubernetes/core.py#L279-L291 https://github.com/dask/dask-kubernetes/blob/master/dask_kubernetes/core.py#L531-L566"
351,AIRFLOW-5822,AIRFLOW,1572518634000,1620203598000,Bug,Resolved,Critical,2,249,"CSRF_ENABLED was changed to WTF_CSRF_ENABLED Variable CSRF_ENABLED was renamed to WTF_CSRF_ENABLED, but not changed in webserver_config_template. And we need to change it from environment variables, anything like conf.get('csrf', 'WTF_CSRF_ENABLED')"
352,AIRFLOW-5871,AIRFLOW,1573184714000,1573229422000,Bug,Open,Critical,2,608,"Stopping/Clearing a running airflow instance doesnt't terminate the job actually. Hi Team, When I change the state of a running job instance to cleared/failed, it doesn't completely terminate the existing job. I tried using pythonOperator, bashOperator. The job connects to oracle and executes a package. Even terminating/killing airflow job process won't terminate the oracle sessions. This is an issue as whenever we would need to compile the package we would have to stop the dags, marks existing dag runs to clear state and then kill the oracle sessions. Is there a way to clean stop dag runs in airflow."
353,AIRFLOW-5881,AIRFLOW,1573247596000,1612430485000,Bug,Open,Critical,2,939,"Dag gets stuck in ""Scheduled"" State when scheduling a large number of tasks Running with the KubernetesExecutor in and AKS cluster, when we upgraded to version 1.10.6 we noticed that the all the Dags stop making progress but start running and immediate exiting with the following message: ""Instance State' FAILED: Task is in the 'scheduled' state which is not a valid state for execution. The task must be cleared in order to be run."" See attached log file for the worker. Nothing seems out of the ordinary in the Scheduler log. Reverting to 1.10.5 clears the problem. Note that at the time of the failure maybe 100 or so tasks are in this state, with 70 coming from one highly parallelized dag. Clearing the scheduled tasks just makes them reappear shortly thereafter. Marking them ""up_for_retry"" results in one being executed but then the system is stuck in the original zombie state. Attached is the also a redacted airflow config flag."
354,AIRFLOW-5938,AIRFLOW,1573819048000,1620203761000,Task,Closed,Critical,2,346,How to start airflow with kubernetes [https://airflow.readthedocs.io/en/stable/kubernetes.html] I am following this tut and i changed executor as kubernetes in airflow setting file. then how to run this and if i do airflow scheduler it gives me an error which is - kubernetes.config.config_exception.ConfigException: Service host/port is not set.
