rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
65,AIRFLOW-2374,AIRFLOW,1524661485000,1535911731000,Bug,Resolved,Blocker,1,3966,"Airflow fails to show logs When viewing a log in the webserver, the page shows a loading gif and the log never appears. Looking in the Javascript console, the problem appears to be error 500 when loading the {{get_logs_with_metadata}} endpoint, givving the following trace: {code:java} ____/ ( ( ) ) \___ /( ( ( ) _ )) ) )\ (( ( )( ) ) ( ) ) ((/ ( _( ) ( _) ) ( () ) ) ( ( ( (_) (( ( ) .((_ ) . )_ ( ( ) ( ( ) ) ) . ) ( ) ( ( ( ( ) ( _ ( _) ). ) . ) ) ( ) ( ( ( ) ( ) ( )) ) _)( ) ) ) ( ( ( \ ) ( (_ ( ) ( ) ) ) ) )) ( ) ( ( ( ( (_ ( ) ( _ ) ) ( ) ) ) ( ( ( ( ( ) (_ ) ) ) _) ) _( ( ) (( ( )( ( _ ) _) _(_ ( (_ ) (_((__(_(__(( ( ( | ) ) ) )_))__))_)___) ((__) \\||lll|l||/// \_)) ( /(/ ( ) ) )\ ) ( ( ( ( | | ) ) )\ ) ( /(| / ( )) ) ) )) ) ( ( ((((_(|)_))))) ) ( ||\(|(|)|/|| ) ( |(||(||)|||| ) ( //|/l|||)|\\ \ ) (/ / // /|//||||\\ \ \ \ _) ------------------------------------------------------------------------------- Node: airflow-nods-dev ------------------------------------------------------------------------------- Traceback (most recent call last): File ""/opt/airflow/src/apache-airflow/airflow/utils/log/gcs_task_handler.py"", line 113, in _read remote_log = self.gcs_read(remote_loc) File ""/opt/airflow/src/apache-airflow/airflow/utils/log/gcs_task_handler.py"", line 131, in gcs_read return self.hook.download(bkt, blob).decode() File ""/opt/airflow/src/apache-airflow/airflow/contrib/hooks/gcs_hook.py"", line 107, in download .get_media(bucket=bucket, object=object) \ File ""/usr/local/lib/python3.6/dist-packages/oauth2client/_helpers.py"", line 133, in positional_wrapper return wrapped(*args, **kwargs) File ""/usr/local/lib/python3.6/dist-packages/googleapiclient/http.py"", line 841, in execute raise HttpError(resp, content, uri=self.uri) googleapiclient.errors.HttpError: <HttpError 404 when requesting https://www.googleapis.com/storage/v1/b/bucket-af/o/test-logs%2Fgeneric_transfer_single%2Ftransfer_file%2F2018-04-25T13%3A00%3A51.250983%2B00%3A00%2F1.log?alt=media returned ""Not Found""> During handling of the above exception, another exception occurred: Traceback (most recent call last): File ""/usr/local/lib/python3.6/dist-packages/flask/app.py"", line 1982, in wsgi_app response = self.full_dispatch_request() File ""/usr/local/lib/python3.6/dist-packages/flask/app.py"", line 1614, in full_dispatch_request rv = self.handle_user_exception(e) File ""/usr/local/lib/python3.6/dist-packages/flask/app.py"", line 1517, in handle_user_exception reraise(exc_type, exc_value, tb) File ""/usr/local/lib/python3.6/dist-packages/flask/_compat.py"", line 33, in reraise raise value File ""/usr/local/lib/python3.6/dist-packages/flask/app.py"", line 1612, in full_dispatch_request rv = self.dispatch_request() File ""/usr/local/lib/python3.6/dist-packages/flask/app.py"", line 1598, in dispatch_request return self.view_functions[rule.endpoint](**req.view_args) File ""/usr/local/lib/python3.6/dist-packages/flask_admin/base.py"", line 69, in inner return self._run_view(f, *args, **kwargs) File ""/usr/local/lib/python3.6/dist-packages/flask_admin/base.py"", line 368, in _run_view return fn(self, *args, **kwargs) File ""/usr/local/lib/python3.6/dist-packages/flask_login.py"", line 758, in decorated_view return func(*args, **kwargs) File ""/opt/airflow/src/apache-airflow/airflow/www/utils.py"", line 269, in wrapper return f(*args, **kwargs) File ""/opt/airflow/src/apache-airflow/airflow/utils/db.py"", line 74, in wrapper return func(*args, **kwargs) File ""/opt/airflow/src/apache-airflow/airflow/www/views.py"", line 770, in get_logs_with_metadata logs, metadatas = handler.read(ti, try_number, metadata=metadata) File ""/opt/airflow/src/apache-airflow/airflow/utils/log/file_task_handler.py"", line 164, in read log, metadata = self._read(task_instance, try_number, metadata) File ""/opt/airflow/src/apache-airflow/airflow/utils/log/gcs_task_handler.py"", line 120, in _read log += super(GCSTaskHandler, self)._read(ti, try_number) TypeError: must be str, not tuple{code}"
66,AIRFLOW-2387,AIRFLOW,1524850925000,1524858483000,Bug,Closed,Blocker,1,265,Flask 0.12.3 broke web component Recent release of flask 0.12.3 broke the webinterface with this message. Since requirement is >0.12 and < 0.13 any recent build will be broke {code:java} AttributeError: 'Blueprint' object has no attribute 'json_encoder' flask{code}
67,AIRFLOW-2453,AIRFLOW,1526027178000,1535911582000,Bug,Resolved,Blocker,1,1878,"Airflow init fail due lack of default settings kubernetes executor Since last changes in kubernetes config management for kubernetes executor, startup of airflow raise an exception if you dont have setted kubernetes/git_subpath which is was working previous this commit: [https://github.com/apache/incubator-airflow/commit/16bae5634df24132b37eb752fe816f51bf7e83ca#diff-b1d8d65aeaa7d031dfe5b197d6c5aa69L131] This is the trace: [2018-05-11 08:21:57,164] \{configuration.py:212} WARNING - section/key [kubernetes/git_subpath] not found in config Traceback (most recent call last): File ""/usr/local/bin/airflow"", line 22, in <module> from airflow.bin.cli import CLIFactory File ""/usr/local/lib/python2.7/dist-packages/airflow/bin/cli.py"", line 57, in <module> from airflow import jobs, settings File ""/usr/local/lib/python2.7/dist-packages/airflow/jobs.py"", line 71, in <module> class BaseJob(Base, LoggingMixin): File ""/usr/local/lib/python2.7/dist-packages/airflow/jobs.py"", line 103, in BaseJob executor=executors.GetDefaultExecutor(), File ""/usr/local/lib/python2.7/dist-packages/airflow/executors/__init__.py"", line 45, in GetDefaultExecutor DEFAULT_EXECUTOR = _get_executor(executor_name) File ""/usr/local/lib/python2.7/dist-packages/airflow/executors/__init__.py"", line 83, in _get_executor return KubernetesExecutor() File ""/usr/local/lib/python2.7/dist-packages/airflow/contrib/executors/kubernetes_executor.py"", line 440, in __init__ self.kube_config = KubeConfig() File ""/usr/local/lib/python2.7/dist-packages/airflow/contrib/executors/kubernetes_executor.py"", line 117, in __init__ self.git_subpath = conf.get(self.kubernetes_section, 'git_subpath') File ""/usr/local/lib/python2.7/dist-packages/airflow/configuration.py"", line 217, in get ""in config"".format(**locals())) airflow.exceptions.AirflowConfigException: section/key [kubernetes/git_subpath] not found in config"
68,AIRFLOW-2462,AIRFLOW,1526283251000,1535911320000,Bug,Resolved,Blocker,1,303,"airflow.contrib.auth.backends.password_auth.PasswordUser exists bug PasswordUser {quote} @password.setter def _set_password(self, plaintext): self._password = generate_password_hash(plaintext, 12) if PY3: self._password = str(self._password, 'utf-8') {quote} _set_password should be renamed as password."
69,AIRFLOW-2466,AIRFLOW,1526337663000,1535911347000,Bug,Resolved,Blocker,1,457,"_change_state_for_tis_without_dagrun ignores task_id on non-sqlite dbs This filter is supposed to choose tasks based on the subquery: [https://github.com/apache/incubator-airflow/blob/master/airflow/jobs.py#L1013] The filter, however, does not specify task_id, so it will indiscriminately change all tasks on a DagRun if anything matches. This can result in tasks succeeding and then being remarked as failed when a DagRun fails because of a different task."
70,AIRFLOW-2533,AIRFLOW,1527591716000,1535911323000,Bug,Resolved,Blocker,1,397,"Kubernetes worker configuration improperly sets path to DAG on worker node When triggering a DAG using the kubernetes executor, the path to the DAG on the worker node is not properly set due to the modification of the command that is sent to the pod for the worker node to perform. See !Screen Shot 2018-05-24 at 5.06.25 PM.png! This means that the only DAG's that are working at the example DAGs."
71,AIRFLOW-2573,AIRFLOW,1528320260000,1547920258000,Bug,Resolved,Blocker,1,560,"Cast TIMESTAMP field to float rather than int In current bigquery_hook.py, we have a `_bq_cast(string_field, bq_type)` function that help casts a BigQuery row to the appropriate data types. {quote}elif bq_type == 'INTEGER' or bq_type == 'TIMESTAMP': return int(string_field) {quote} However, when a bq_type equals to 'TIMESTAMP', it causes ValueError. {quote}>>> int('1.458668898E9') ValueError: invalid literal for int() with base 10: '1.458668898E9' {quote} Because 'TIMESTAMP' in bigquery is stored as double in python, thus should be cast to float instead."
72,AIRFLOW-2624,AIRFLOW,1529025673000,1535911173000,Bug,Closed,Blocker,1,416,"Airflow webserver broken out of the box `airflow webserver` and then click on any DAG, I get ``` File ""/Users/kevin_yang/ext_repos/incubator-airflow/airflow/www/utils.py"", line 364, in view_func return f(*args, **kwargs) File ""/Users/kevin_yang/ext_repos/incubator-airflow/airflow/www/utils.py"", line 251, in wrapper user = current_user.user.username AttributeError: 'NoneType' object has no attribute 'username' ```"
73,AIRFLOW-2697,AIRFLOW,1530279448000,1579455908000,Improvement,Open,Blocker,1,590,"Drop snakebite in favour of pyarrow The current HdfsHook relies on the snakebite library, which is unfortunately not compatible with Python 3. To add Python 3 support for the HdfsHook requires switching to a different library for interacting with HDFS. The hdfs3 library is an attractive alternative, as it supports Python 3 and seems to be stable and relatively well supported. Update: hdfs3 doesn't get any updates anymore. The best library right now seems to be pyarrow: https://arrow.apache.org/docs/python/filesystems.html Therefore I would like to upgrade to pyarrow instead of hdfs3."
74,AIRFLOW-2834,AIRFLOW,1533104423000,1554986424000,Bug,Resolved,Blocker,1,262,can not see the dag page after build from the newest code in github after build and deploy the newest version of code from github. got the web server opened and the dags page blank with the following error in request resource. !image-2018-08-01-14-20-09-256.png!
75,AIRFLOW-2859,AIRFLOW,1533536201000,1535027289000,Bug,Resolved,Blocker,1,186,DateTimes returned from the database are not converted to UTC This is due to the fact that sqlalchemy-utcdatetime does not convert to UTC when the database returns datetimes with tzinfo.
76,AIRFLOW-2870,AIRFLOW,1533681611000,1534076792000,Bug,Closed,Blocker,1,1493,"Migrations fail when upgrading from below cc1e65623dc7_add_max_tries_column_to_task_instance Running migrations from below cc1e65623dc7_add_max_tries_column_to_task_instance.py fail with: {noformat} INFO [alembic.runtime.migration] Context impl PostgresqlImpl. INFO [alembic.runtime.migration] Will assume transactional DDL. INFO [alembic.runtime.migration] Running upgrade 127d2bf2dfa7 -> cc1e65623dc7, add max tries column to task instance Traceback (most recent call last): File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/base.py"", line 1182, in _execute_context context) File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/default.py"", line 470, in do_execute cursor.execute(statement, parameters) psycopg2.ProgrammingError: column task_instance.executor_config does not exist LINE 1: ...ued_dttm, task_instance.pid AS task_instance_pid, task_insta... {noformat} The failure is occurring because cc1e65623dc7_add_max_tries_column_to_task_instance.py imports TaskInstance from the current code version, which has changes to the task_instance table that are not expected by the migration. Specifically, 27c6a30d7c24_add_executor_config_to_task_instance.py adds an executor_config column that does not exist as of when cc1e65623dc7_add_max_tries_column_to_task_instance.py is run. It is worth noting that this will not be observed for new installs because the migration branches on table existence/non-existence at a point that will hide the issue from new installs."
77,AIRFLOW-2881,AIRFLOW,1533835113000,1555353758000,Task,Resolved,Blocker,1,385,Add compile_assets to Release Process Documentation AIRFLOW-2691 introduced a `compile_assets` command in setup.py that is required during a release. This should be added to the [release notes|https://cwiki.apache.org/confluence/display/AIRFLOW/Releasing+Airflow#ReleasingAirflow-PublishingtoPyPi] after 1.10.x has been released. {code:java} python setup.py compile_assets sdist {code}
78,AIRFLOW-2898,AIRFLOW,1534254553000,1559208556000,Bug,Closed,Blocker,1,595,"Task not entering queued state for pool I have a pool of 3 and have several jobs (over 10) which use the pool. Tasks timeout (after 10 mins) from being stuck in scheduled state when the tasks should be in queued state for the pool. to reproduce: use attached dag, and create a pool called ""backfill"" with 2 slots start the dag, and go to this url - > <your_server_addr_here>/admin/taskinstance/?flt0_pool_equals=backfill you'll see two light green ""running"" state, loads of white ""scheduled"" state and none in grey ""queued"" state. what I expect would be two in running, the rest in queued state."
79,AIRFLOW-2934,AIRFLOW,1534932541000,1558132710000,Bug,Resolved,Blocker,1,373,"Pools not respected for internal subdag tasks I'm trying to have some subdags execute one task at a time. The way I found was to create a first pool for the SubdagOperators (pool1 in the attached code file) and a second one for the internal tasks (pool2). However, it appears that pools for subdag elements are not being respected. Running airflow 1.9.0 with LocalExecutor."
80,AIRFLOW-2952,AIRFLOW,1535063109000,1547067304000,Bug,Resolved,Blocker,1,481,Dockerized CI pipeline has silently broken integration testing for KubernetesExecutor [~gcuriel] [~bolke] [~Fokko] Looking at all recent builds the new CI pipeline is silently reverting the kubernetes tests to the normal airflow tests. Before https://travis-ci.org/apache/incubator-airflow/jobs/418914949#L1007 After: [https://travis-ci.org/apache/incubator-airflow/jobs/419062412#L4970] This means that kubernetes builds will pass without actually testing on a kubernetes cluster.
81,AIRFLOW-3032,AIRFLOW,1536570441000,1572965437000,Bug,Resolved,Blocker,1,726,"_pickle.UnpicklingError with using remote MySQL Server Hello, I am running Airflow 1.9.0 successfully with a localhost MySQL database, version 5.7.23. I switched sql_alchemy_conn = mysql://airflow:<password>@<remote-host>:3306/airflow in order to use the proper MySQL server - same version 5.7.23. I created a dump from my local instance to the remote one. Issue: * When tasks are executed by the scheduler everything runs fine, tasks are executed and DB updated * When manually triggering a task via the webserver, I am getting ""_pickle.UnpicklingError"" please see error__log.txt for full log In the end, I only changed this one line in airflow.cfg which is causing that I can not use it with a remote MySQL server. Best, Max"
82,AIRFLOW-3036,AIRFLOW,1536627406000,1612366338000,Bug,Reopened,Blocker,1,3213,"Upgrading to Airflow 1.10 not possible using GCP Cloud SQL for MYSQL The upgrade path to airflow 1.10 seems impossible for users of MySQL in Google's Cloud SQL service given new mysql requirements for 1.10. When executing ""airflow upgradedb"" ``` INFO [alembic.runtime.migration] Running upgrade d2ae31099d61 -> 0e2a74e0fc9f, Add time zone awareness Traceback (most recent call last): File ""/usr/local/bin/airflow"", line 32, in <module> args.func(args) File ""/usr/local/lib/python3.6/site-packages/airflow/bin/cli.py"", line 1002, in initdb db_utils.initdb(settings.RBAC) File ""/usr/local/lib/python3.6/site-packages/airflow/utils/db.py"", line 92, in initdb upgradedb() File ""/usr/local/lib/python3.6/site-packages/airflow/utils/db.py"", line 346, in upgradedb command.upgrade(config, 'heads') File ""/usr/local/lib/python3.6/site-packages/alembic/command.py"", line 174, in upgrade script.run_env() File ""/usr/local/lib/python3.6/site-packages/alembic/script/base.py"", line 416, in run_env util.load_python_file(self.dir, 'env.py') File ""/usr/local/lib/python3.6/site-packages/alembic/util/pyfiles.py"", line 93, in load_python_file module = load_module_py(module_id, path) File ""/usr/local/lib/python3.6/site-packages/alembic/util/compat.py"", line 68, in load_module_py module_id, path).load_module(module_id) File ""<frozen importlib._bootstrap_external>"", line 399, in _check_name_wrapper File ""<frozen importlib._bootstrap_external>"", line 823, in load_module File ""<frozen importlib._bootstrap_external>"", line 682, in load_module File ""<frozen importlib._bootstrap>"", line 265, in _load_module_shim File ""<frozen importlib._bootstrap>"", line 684, in _load File ""<frozen importlib._bootstrap>"", line 665, in _load_unlocked File ""<frozen importlib._bootstrap_external>"", line 678, in exec_module File ""<frozen importlib._bootstrap>"", line 219, in _call_with_frames_removed File ""/usr/local/lib/python3.6/site-packages/airflow/migrations/env.py"", line 91, in <module> run_migrations_online() File ""/usr/local/lib/python3.6/site-packages/airflow/migrations/env.py"", line 86, in run_migrations_online context.run_migrations() File ""<string>"", line 8, in run_migrations File ""/usr/local/lib/python3.6/site-packages/alembic/runtime/environment.py"", line 807, in run_migrations self.get_context().run_migrations(**kw) File ""/usr/local/lib/python3.6/site-packages/alembic/runtime/migration.py"", line 321, in run_migrations step.migration_fn(**kw) File ""/usr/local/lib/python3.6/site-packages/airflow/migrations/versions/0e2a74e0fc9f_add_time_zone_awareness.py"", line 46, in upgrade raise Exception(""Global variable explicit_defaults_for_timestamp needs to be on (1) for mysql"") Exception: Global variable explicit_defaults_for_timestamp needs to be on (1) for mysql ``` Reading documentation for upgrading to airflow 1.10, it seems the requirement for explicit_defaults_for_timestamp=1 was intentional. However, MySQL on Google Cloud SQL does not support configuring this variable and it is off by default. Users of MySQL and Cloud SQL do not have an upgrade path to 1.10. Alas, so close to the mythical Kubernetes Executor. In GCP, Cloud SQL is _the_ hosted MySQL solution. [https://cloud.google.com/sql/docs/mysql/flags]"
83,AIRFLOW-3118,AIRFLOW,1537955437000,1543246477000,Bug,Resolved,Blocker,1,1245,"DAGs not successful on new installation When trying out Airflow, on localhost, none of the DAG runs are getting to the 'success' state. They are getting stuck in 'running', or I manually label them as failed: !image-2018-09-26-12-39-03-094.png! h2. Steps to reproduce # create new conda environment ** conda create -n airflow ** source activate airflow # install airflow ** pip install apache-airflow # initialize Airflow db ** airflow initdb # disable default paused setting in airflow.cfg ** dags_are_paused_at_creation = False # {color:#6a8759}run airflow and airflow scheduler (in separate terminal){color} ** {color:#6a8759}airflow scheduler{color} ** {color:#6a8759}airflow webserver{color} # {color:#6a8759}unpause example_bash_operator{color} ** {color:#6a8759}airflow unpause example_bash_operator{color} # {color:#6a8759}log in to Airflow UI{color} # {color:#6a8759}turn on example_bash_operator{color} # {color:#6a8759}click ""Trigger DAG"" in `example_bash_operator` row{color} h2. {color:#6a8759}Observed result{color} {color:#6a8759}The `example_bash_operator` never leaves the ""running"" state.{color} h2. {color:#6a8759}Expected result{color} {color:#6a8759}The `example_bash_operator` would quickly enter the ""success"" state{color}"
84,AIRFLOW-3164,AIRFLOW,1538760099000,1543351951000,Bug,Resolved,Blocker,1,130,verify certificate of LDAP server Currently we dont verify the certificate of the Ldap server this can lead to security incidents.
85,AIRFLOW-3180,AIRFLOW,1539139409000,1539157943000,Bug,Closed,Blocker,1,4751,"Chinese characters all become gibberish when using BashOperator beeline command insert data into hive table with BashOperator ,i use beeline to insert data into hive ,hql with chinese characters ,after dag run success,hive data contain unreadable code. python : {code:java} # -*- coding: utf-8 -*- import airflow from airflow.models import DAG from airflow.operators.bash_operator import BashOperator from airflow.operators.python_operator import BranchPythonOperator from datetime import datetime import time from datetime import timedelta import sys import pendulum local_tz = pendulum.timezone(""Asia/Shanghai"") reload(sys) sys.setdefaultencoding('utf-8') default_args = { 'owner': 'airflow', 'depends_on_past':False, 'start_date':datetime(2018,10,9,19,22,20,tzinfo=local_tz), 'retries':0 } dag = DAG( 'inserthiveutf8', default_args=default_args, description='null', catchup=False, schedule_interval=None ) adf37 = r"""""" beeline -u ""jdbc:hive2://10.138.***.***:30010/di_zz"" -n ""*****"" -p ""*****"" -e ""insert into di_zz.tt_wms_inout_detail_new(fac_id) values ('中')"" """""" abcd8491539084126613 =BashOperator( task_id='abcd8491539084126613', bash_command=adf37, dag=dag){code} i have tried this: {code:java} abcd8491539084126613 =BashOperator( task_id='abcd8491539084126613', bash_command=""sh ~/insert.sh "", dag=dag){code} this: {code:java} export LANG=en_US.UTF-8 beeline -u ""jdbc:hive2://10.138.***.***:30010/di_zz"" -n ""*****"" -p ""*****"" -e 'insert into di_zz.tt_wms_inout_detail_new(fac_id) values (""中"")'{code} this: {code:java} beeline -u ""jdbc:hive2://10.138.***.***:30010/di_zz"" -n ""*****"" -p ""*****"" -f ~/hql.sql{code} log: {code:java} [2018-10-09 21:00:58,485] {bash_operator.py:110} INFO - INFO : Compiling command(queryId=hive_20181009210000_89390a92-c4de-413f-9958-4d7da1065ef9): insert into di_zz.tt_wms_inout_detail_new(fac_id) values (""???"") [2018-10-09 21:00:58,485] {bash_operator.py:110} INFO - INFO : Semantic Analysis Completed [2018-10-09 21:00:58,486] {bash_operator.py:110} INFO - INFO : Returning Hive schema: Schema(fieldSchemas:[FieldSchema(name:_col0, type:timestamp, comment:null), FieldSchema(name:_col1, type:string, comment:null), FieldSchema(name:_col2, type:void, comment:null), FieldSchema(name:_col3, type:void, comment:null), FieldSchema(name:_col4, type:void, comment:null), FieldSchema(name:_col5, type:void, comment:null), FieldSchema(name:_col6, type:void, comment:null), FieldSchema(name:_col7, type:bigint, comment:null), FieldSchema(name:_col8, type:bigint, comment:null), FieldSchema(name:_col9, type:bigint, comment:null), FieldSchema(name:_col10, type:void, comment:null), FieldSchema(name:_col11, type:timestamp, comment:null)], properties:null) [2018-10-09 21:00:58,486] {bash_operator.py:110} INFO - INFO : Completed compiling command(queryId=hive_20181009210000_89390a92-c4de-413f-9958-4d7da1065ef9); Time taken: 0.291 seconds [2018-10-09 21:00:58,486] {bash_operator.py:110} INFO - INFO : Executing command(queryId=hive_20181009210000_89390a92-c4de-413f-9958-4d7da1065ef9): insert into di_zz.tt_wms_inout_detail_new(fac_id) values (""???"") [2018-10-09 21:00:58,486] {bash_operator.py:110} INFO - INFO : Query ID = hive_20181009210000_89390a92-c4de-413f-9958-4d7da1065ef9 {code} data: {code:java} +------------------------------------+---------------------------------+-----------------------------------+----------------------------------+------------------------------------+------------------------------------+---------------------------------------+-----------------------------------+----------------------------------+-----------------------------------+-------------------------------------------+--------------------------------------+--+ | tt_wms_inout_detail_new.stat_date | tt_wms_inout_detail_new.fac_id | tt_wms_inout_detail_new.fac_name | tt_wms_inout_detail_new.ware_id | tt_wms_inout_detail_new.ware_name | tt_wms_inout_detail_new.ware_type | tt_wms_inout_detail_new.product_code | tt_wms_inout_detail_new.ware_cnt | tt_wms_inout_detail_new.ware_in | tt_wms_inout_detail_new.ware_out | tt_wms_inout_detail_new.sap_factory_name | tt_wms_inout_detail_new.di_etl_date | +------------------------------------+---------------------------------+-----------------------------------+----------------------------------+------------------------------------+------------------------------------+---------------------------------------+-----------------------------------+----------------------------------+-----------------------------------+-------------------------------------------+--------------------------------------+--+ | NULL | ��� | NULL | NULL | NULL | NULL | NULL | NULL | NULL | NULL | NULL | NULL | {code} this is a simple example .the production script is comlex more Thanks in advance."
86,AIRFLOW-3224,AIRFLOW,1539779882000,1558149209000,Bug,Resolved,Blocker,1,807,"Flask Errors when Installing Airflow 1.10 in Kubernetes I am currently working on deploying Apache Airflow 1.10.0 to a Kubernetes cluster. I am running into some dependency issues with Flask. If I use the current version of flask-login (0.4.1), I receive this error: {{apache-airflow 1.10.0 has requirement flask-login==0.2.11, but you'll have flask-login 0.4.1 which is incompatible.}} With this error, the UI won't render, and instead, I see a text bomb followed by many flask-appbuilder/flask-login warnings. If I use the Airflow's requirement of flask-login (0.2.11), I receive this error: {{flask-appbuilder 1.12.0 has requirement Flask-Login<0.5,>=0.3, but you'll have flask-login 0.2.11 which is incompatible.}} With this error, the UI renders with Airflow 1.9 features and CeleryExecutor won't work."
87,AIRFLOW-3259,AIRFLOW,1540496248000,1547913373000,Bug,Resolved,Blocker,1,1116,"Internal Server Error when creating charts because of sort function h2. {color:#205081}*Problem*{color} h3. When you try to create a chart and display metrics you get an internal server error (See picture below). h3. !Screen Shot 2018-10-25 at 8.01.09 PM.png|width=605,height=222! h2. {color:#205081}*Cause*{color} h3. When you click on the url rendering the internal server error you get this: (See picture below) h2. !Screen Shot 2018-10-25 at 8.01.52 PM.png|width=605,height=535! h3. A dependency issue: the function ""sort"" was deprecated and is no longer a part of pandas Dataframe and thus it creates a problem when creating charts in airflow. h2. {color:#205081}*Solution*{color} h3. The sort function needs to replaced by sort_values instead (See code below) {code:java} # Replace this df = df.sort(df.columns[0]) # By this df = df.sort_values(by=df.columns[0]) {code} In views.py (See picture below) !Screen Shot 2018-10-25 at 8.02.50 PM.png|width=603,height=593! h2. {color:#205081}*Result*{color} The data is loaded and the chart displayed :D !Screen Shot 2018-10-25 at 8.16.53 PM.png|width=607,height=245!"
88,AIRFLOW-3270,AIRFLOW,1540832243000,1556107413000,Bug,Closed,Blocker,1,989,"Apache airflow 1.10.0 integration with LDAP anonmyously Please advise what to include in airflow.cfg when going to integrate with LDAP anonymously ? We are using DS389 as LDAP server vendor name. {noformat} [webserver] authenticate = True auth_backend = airflow.contrib.auth.backends.ldap_auth {noformat} And {noformat} [ldap] uri = ldap://nsp-daf178e8.ad1.prd.us-phx.odc.im:389 user_filter = memberOf=cn=rvs-all-prd_usphx,ou=groups,dc=odc,dc=im user_name_attr = uid group_member_attr = superuser_filter = memberOf=cn=rvd-sudo_all-prd_usphx,ou=groups,dc=odc,dc=im data_profiler_filter = bind_user = bind_password = basedn = ou=people,dc=odc,dc=im cacert = /opt/orchestration/airflow/ldap_ca.crt search_scope = LEVEL {noformat} I am hitting below exception: {noformat} File ""/usr/local/lib/python3.5/site-packages/ldap3/operation/search.py"", line 215, in parse_filter raise LDAPInvalidFilterError('malformed filter') ldap3.core.exceptions.LDAPInvalidFilterError: malformed filter {noformat}"
89,AIRFLOW-3277,AIRFLOW,1540929816000,1543520989000,Bug,Resolved,Blocker,1,415,"Invalid timezone transition handling for cron schedules `following_schedule` converts to naive time by using the local time zone. In case of a DST transition, say 3AM -> 2AM (""summer time to winter time"") we generate date times that could overlap with earlier schedules. Therefore a DAG that should run every 5 minutes will not do so if it has already seen the schedule. We should not convert to naive and keep UTC."
